Gene stable ID,Transcript stable ID,Gene start (bp),Gene end (bp)
ENSMUSG00000104695,ENSMUST00000197970,94360476,94361364
ENSMUSG00000028035,ENSMUST00000134701,151884148,151915939
ENSMUSG00000028035,ENSMUST00000050073,151884148,151915939
ENSMUSG00000028035,ENSMUST00000144950,151884148,151915939
ENSMUSG00000028035,ENSMUST00000029669,151884148,151915939
ENSMUSG00000028035,ENSMUST00000153355,151884148,151915939
ENSMUSG00000028035,ENSMUST00000197941,151884148,151915939
ENSMUSG00000028035,ENSMUST00000196291,151884148,151915939
ENSMUSG00000027778,ENSMUST00000107812,68799832,68911903
ENSMUSG00000027778,ENSMUST00000136448,68799832,68911903
ENSMUSG00000027778,ENSMUST00000136176,68799832,68911903
ENSMUSG00000027778,ENSMUST00000176189,68799832,68911903
ENSMUSG00000027778,ENSMUST00000152502,68799832,68911903
ENSMUSG00000027778,ENSMUST00000176754,68799832,68911903
ENSMUSG00000027778,ENSMUST00000154741,68799832,68911903
ENSMUSG00000027778,ENSMUST00000148031,68799832,68911903
ENSMUSG00000027778,ENSMUST00000176135,68799832,68911903
ENSMUSG00000027778,ENSMUST00000192467,68799832,68911903
ENSMUSG00000027778,ENSMUST00000029347,68799832,68911903
ENSMUSG00000027778,ENSMUST00000169064,68799832,68911903
ENSMUSG00000028139,ENSMUST00000029785,94372290,94387648
ENSMUSG00000028139,ENSMUST00000183915,94372290,94387648
ENSMUSG00000028139,ENSMUST00000184619,94372290,94387648
ENSMUSG00000027962,ENSMUST00000029574,115903598,115923337
ENSMUSG00000027962,ENSMUST00000197031,115903598,115923337
ENSMUSG00000027962,ENSMUST00000196449,115903598,115923337
ENSMUSG00000027962,ENSMUST00000196309,115903598,115923337
ENSMUSG00000093384,ENSMUST00000176033,68807504,68807782
ENSMUSG00000103007,ENSMUST00000195126,68809140,68809494
ENSMUSG00000093730,ENSMUST00000177341,68809163,68809477
ENSMUSG00000093402,ENSMUST00000177308,68809600,68810091
ENSMUSG00000093505,ENSMUST00000176889,68811153,68811485
ENSMUSG00000111756,ENSMUST00000217619,68823832,68824656
ENSMUSG00000104653,ENSMUST00000198269,115922100,115934665
ENSMUSG00000105729,ENSMUST00000196714,115941759,115942785
ENSMUSG00000097362,ENSMUST00000181404,115944128,115959470
ENSMUSG00000104607,ENSMUST00000198864,115994057,115996362
ENSMUSG00000068696,ENSMUST00000090473,116043303,116047152
ENSMUSG00000068696,ENSMUST00000197759,116043303,116047152
ENSMUSG00000068696,ENSMUST00000199128,116043303,116047152
ENSMUSG00000034349,ENSMUST00000042901,68912071,68941956
ENSMUSG00000034349,ENSMUST00000136502,68912071,68941956
ENSMUSG00000034349,ENSMUST00000107803,68912071,68941956
ENSMUSG00000034349,ENSMUST00000148385,68912071,68941956
ENSMUSG00000034349,ENSMUST00000195525,68912071,68941956
ENSMUSG00000034349,ENSMUST00000128134,68912071,68941956
ENSMUSG00000034349,ENSMUST00000124983,68912071,68941956
ENSMUSG00000034349,ENSMUST00000156354,68912071,68941956
ENSMUSG00000034349,ENSMUST00000194693,68912071,68941956
ENSMUSG00000034349,ENSMUST00000149174,68912071,68941956
ENSMUSG00000034349,ENSMUST00000128118,68912071,68941956
ENSMUSG00000065580,ENSMUST00000083646,68917105,68917168
ENSMUSG00000065606,ENSMUST00000083672,68917235,68917329
ENSMUSG00000034317,ENSMUST00000107802,68942621,68952088
ENSMUSG00000034317,ENSMUST00000136512,68942621,68952088
ENSMUSG00000034317,ENSMUST00000142560,68942621,68952088
ENSMUSG00000034317,ENSMUST00000153259,68942621,68952088
ENSMUSG00000033502,ENSMUST00000106491,116066202,116222394
ENSMUSG00000033502,ENSMUST00000090464,116066202,116222394
ENSMUSG00000033502,ENSMUST00000239145,116066202,116222394
ENSMUSG00000033502,ENSMUST00000197830,116066202,116222394
ENSMUSG00000033502,ENSMUST00000127704,116066202,116222394
ENSMUSG00000033502,ENSMUST00000148857,116066202,116222394
ENSMUSG00000033502,ENSMUST00000199454,116066202,116222394
ENSMUSG00000033502,ENSMUST00000136994,116066202,116222394
ENSMUSG00000106005,ENSMUST00000196669,116143752,116146537
ENSMUSG00000089060,ENSMUST00000158435,116242038,116242213
ENSMUSG00000088840,ENSMUST00000158215,116260268,116260364
ENSMUSG00000027782,ENSMUST00000029353,68974482,69034446
ENSMUSG00000027782,ENSMUST00000127497,68974482,69034446
ENSMUSG00000027782,ENSMUST00000194558,68974482,69034446
ENSMUSG00000089417,ENSMUST00000158792,68992438,68992780
ENSMUSG00000103094,ENSMUST00000193684,69027075,69030057
ENSMUSG00000094763,ENSMUST00000195406,69038566,69064510
ENSMUSG00000098207,ENSMUST00000183126,69129752,69130951
ENSMUSG00000000339,ENSMUST00000000348,116282612,116301857
ENSMUSG00000000339,ENSMUST00000124486,116282612,116301857
ENSMUSG00000000339,ENSMUST00000140677,116282612,116301857
ENSMUSG00000000339,ENSMUST00000153005,116282612,116301857
ENSMUSG00000000339,ENSMUST00000143425,116282612,116301857
ENSMUSG00000027784,ENSMUST00000029355,69224194,69468135
ENSMUSG00000027784,ENSMUST00000193662,69224194,69468135
ENSMUSG00000027784,ENSMUST00000134037,69224194,69468135
ENSMUSG00000027784,ENSMUST00000128637,69224194,69468135
ENSMUSG00000091315,ENSMUST00000164501,69227378,69227918
ENSMUSG00000090941,ENSMUST00000166666,69242835,69243093
ENSMUSG00000090743,ENSMUST00000165161,69338342,69339701
ENSMUSG00000098006,ENSMUST00000183259,69473784,69474797
ENSMUSG00000028137,ENSMUST00000199884,94385602,94399505
ENSMUSG00000028137,ENSMUST00000198316,94385602,94399505
ENSMUSG00000028137,ENSMUST00000197558,94385602,94399505
ENSMUSG00000028137,ENSMUST00000200342,94385602,94399505
ENSMUSG00000028137,ENSMUST00000029784,94385602,94399505
ENSMUSG00000028137,ENSMUST00000199775,94385602,94399505
ENSMUSG00000028137,ENSMUST00000199159,94385602,94399505
ENSMUSG00000028137,ENSMUST00000198067,94385602,94399505
ENSMUSG00000028137,ENSMUST00000197699,94385602,94399505
ENSMUSG00000028137,ENSMUST00000199148,94385602,94399505
ENSMUSG00000028137,ENSMUST00000197677,94385602,94399505
ENSMUSG00000028137,ENSMUST00000198384,94385602,94399505
ENSMUSG00000028137,ENSMUST00000198796,94385602,94399505
ENSMUSG00000028137,ENSMUST00000196985,94385602,94399505
ENSMUSG00000028137,ENSMUST00000197033,94385602,94399505
ENSMUSG00000043300,ENSMUST00000061826,69481491,69506293
ENSMUSG00000102342,ENSMUST00000193752,69569099,69569495
ENSMUSG00000000340,ENSMUST00000000349,116306719,116343630
ENSMUSG00000000340,ENSMUST00000197201,116306719,116343630
ENSMUSG00000000340,ENSMUST00000199614,116306719,116343630
ENSMUSG00000000340,ENSMUST00000196376,116306719,116343630
ENSMUSG00002076320,ENSMUST00020183462,69592800,69592913
ENSMUSG00000082394,ENSMUST00000117197,116321786,116322227
ENSMUSG00000068969,ENSMUST00000091052,69624319,69624726
ENSMUSG00000105992,ENSMUST00000199796,116325798,116326236
ENSMUSG00000034437,ENSMUST00000075650,116354584,116355075
ENSMUSG00000027961,ENSMUST00000203327,116356622,116376783
ENSMUSG00000027961,ENSMUST00000029573,116356622,116376783
ENSMUSG00000106025,ENSMUST00000200361,116365712,116368073
ENSMUSG00000027787,ENSMUST00000149680,69629318,69663706
ENSMUSG00000027787,ENSMUST00000029358,69629318,69663706
ENSMUSG00000027787,ENSMUST00000143041,69629318,69663706
ENSMUSG00000027787,ENSMUST00000135266,69629318,69663706
ENSMUSG00000027787,ENSMUST00000127211,69629318,69663706
ENSMUSG00000027787,ENSMUST00000143249,69629318,69663706
ENSMUSG00000027787,ENSMUST00000194168,69629318,69663706
ENSMUSG00000027787,ENSMUST00000150210,69629318,69663706
ENSMUSG00000027674,ENSMUST00000194016,33003557,33197396
ENSMUSG00000027674,ENSMUST00000193681,33003557,33197396
ENSMUSG00000027674,ENSMUST00000192093,33003557,33197396
ENSMUSG00000027674,ENSMUST00000193289,33003557,33197396
ENSMUSG00000027674,ENSMUST00000078226,33003557,33197396
ENSMUSG00000027674,ENSMUST00000108224,33003557,33197396
ENSMUSG00000027674,ENSMUST00000108226,33003557,33197396
ENSMUSG00000027674,ENSMUST00000108221,33003557,33197396
ENSMUSG00000027674,ENSMUST00000108219,33003557,33197396
ENSMUSG00000027674,ENSMUST00000155264,33003557,33197396
ENSMUSG00000027674,ENSMUST00000194627,33003557,33197396
ENSMUSG00000027674,ENSMUST00000108225,33003557,33197396
ENSMUSG00000033439,ENSMUST00000041524,116374742,116408236
ENSMUSG00000033439,ENSMUST00000184963,116374742,116408236
ENSMUSG00000033439,ENSMUST00000183638,116374742,116408236
ENSMUSG00000033439,ENSMUST00000199439,116374742,116408236
ENSMUSG00000033439,ENSMUST00000156161,116374742,116408236
ENSMUSG00000033439,ENSMUST00000197190,116374742,116408236
ENSMUSG00000033439,ENSMUST00000134761,116374742,116408236
ENSMUSG00000033439,ENSMUST00000124807,116374742,116408236
ENSMUSG00000033439,ENSMUST00000198454,116374742,116408236
ENSMUSG00000033439,ENSMUST00000126546,116374742,116408236
ENSMUSG00000033439,ENSMUST00000198103,116374742,116408236
ENSMUSG00000043461,ENSMUST00000051239,69726875,69767273
ENSMUSG00000043461,ENSMUST00000171529,69726875,69767273
ENSMUSG00000103549,ENSMUST00000194028,69862142,69863015
ENSMUSG00000084665,ENSMUST00000122716,33066107,33066263
ENSMUSG00000077366,ENSMUST00000104178,69869648,69869778
ENSMUSG00000102525,ENSMUST00000193233,69870615,69870803
ENSMUSG00000087625,ENSMUST00000125494,33078926,33142756
ENSMUSG00000102581,ENSMUST00000193458,33088377,33091203
ENSMUSG00000102498,ENSMUST00000193649,33128068,33130505
ENSMUSG00000103896,ENSMUST00000192599,33244954,33245185
ENSMUSG00000119140,ENSMUST00000240218,33314865,33314969
ENSMUSG00000104384,ENSMUST00000195487,33337267,33339796
ENSMUSG00000027788,ENSMUST00000053013,69914946,69936041
ENSMUSG00000088260,ENSMUST00000157635,33447206,33447348
ENSMUSG00000104203,ENSMUST00000191914,33447531,33448996
ENSMUSG00000103020,ENSMUST00000193880,69967078,69967804
ENSMUSG00000103423,ENSMUST00000195812,33675757,33676552
ENSMUSG00000103113,ENSMUST00000195440,70023586,70023865
ENSMUSG00000104954,ENSMUST00000196951,33738657,33739014
ENSMUSG00000104588,ENSMUST00000197116,33757504,33813765
ENSMUSG00000089507,ENSMUST00000158882,70136080,70136207
ENSMUSG00000106231,ENSMUST00000200334,33784749,33787683
ENSMUSG00000102663,ENSMUST00000193699,70320652,70321210
ENSMUSG00000104023,ENSMUST00000193077,70473595,70474629
ENSMUSG00000028136,ENSMUST00000029783,94404851,94490023
ENSMUSG00000028136,ENSMUST00000107283,94404851,94490023
ENSMUSG00000028136,ENSMUST00000196675,94404851,94490023
ENSMUSG00000028136,ENSMUST00000199462,94404851,94490023
ENSMUSG00000028136,ENSMUST00000196251,94404851,94490023
ENSMUSG00000028136,ENSMUST00000200642,94404851,94490023
ENSMUSG00000028136,ENSMUST00000198426,94404851,94490023
ENSMUSG00000028136,ENSMUST00000198902,94404851,94490023
ENSMUSG00000074877,ENSMUST00000099459,70596425,70596713
ENSMUSG00000102666,ENSMUST00000193033,71308424,71308880
ENSMUSG00000103396,ENSMUST00000194825,71372562,71373002
ENSMUSG00000103815,ENSMUST00000192015,71579851,71584456
ENSMUSG00000106061,ENSMUST00000198548,94441112,94443273
ENSMUSG00000104631,ENSMUST00000196327,94443918,94444795
ENSMUSG00000098189,ENSMUST00000183150,71766518,71767482
ENSMUSG00000105412,ENSMUST00000198380,94483084,94484341
ENSMUSG00000103465,ENSMUST00000194309,71802168,71802326
ENSMUSG00000105522,ENSMUST00000200572,94496773,94496966
ENSMUSG00000103279,ENSMUST00000193454,71957431,71957935
ENSMUSG00000103859,ENSMUST00000192368,72088070,72088288
ENSMUSG00000062896,ENSMUST00000119898,94511715,94512091
ENSMUSG00002075728,ENSMUST00020182133,72220274,72220364
ENSMUSG00000103078,ENSMUST00000195107,72511168,72511681
ENSMUSG00000084752,ENSMUST00000122803,72645164,72645314
ENSMUSG00000027959,ENSMUST00000198386,116388631,116424653
ENSMUSG00000027959,ENSMUST00000198514,116388631,116424653
ENSMUSG00000027959,ENSMUST00000198311,116388631,116424653
ENSMUSG00000027959,ENSMUST00000197335,116388631,116424653
ENSMUSG00000027959,ENSMUST00000029571,116388631,116424653
ENSMUSG00000027959,ENSMUST00000196619,116388631,116424653
ENSMUSG00000027959,ENSMUST00000197063,116388631,116424653
ENSMUSG00000027959,ENSMUST00000198747,116388631,116424653
ENSMUSG00000106415,ENSMUST00000198035,116422822,116424633
ENSMUSG00000089911,ENSMUST00000029570,116424813,116456326
ENSMUSG00000089911,ENSMUST00000196274,116424813,116456326
ENSMUSG00000089911,ENSMUST00000130631,116424813,116456326
ENSMUSG00000089911,ENSMUST00000138418,116424813,116456326
ENSMUSG00000089911,ENSMUST00000150402,116424813,116456326
ENSMUSG00000105339,ENSMUST00000197572,116425320,116425858
ENSMUSG00000105103,ENSMUST00000140672,116435551,116474909
ENSMUSG00000106125,ENSMUST00000197000,116457381,116457804
ENSMUSG00000005968,ENSMUST00000006123,94520064,94566179
ENSMUSG00000005968,ENSMUST00000196733,94520064,94566179
ENSMUSG00000005968,ENSMUST00000196655,94520064,94566179
ENSMUSG00000005968,ENSMUST00000198456,94520064,94566179
ENSMUSG00000005968,ENSMUST00000200407,94520064,94566179
ENSMUSG00000005968,ENSMUST00000196496,94520064,94566179
ENSMUSG00000118474,ENSMUST00000238219,94550405,94550903
ENSMUSG00000085250,ENSMUST00000141485,94566268,94567422
ENSMUSG00000027790,ENSMUST00000167334,72795890,72875196
ENSMUSG00000027790,ENSMUST00000191870,72795890,72875196
ENSMUSG00000027790,ENSMUST00000170445,72795890,72875196
ENSMUSG00000027790,ENSMUST00000094190,72795890,72875196
ENSMUSG00000085006,ENSMUST00000136988,94569137,94578003
ENSMUSG00000085006,ENSMUST00000126387,94569137,94578003
ENSMUSG00000102753,ENSMUST00000192141,72949308,72951172
ENSMUSG00000048304,ENSMUST00000192477,72954598,72965136
ENSMUSG00000048304,ENSMUST00000059407,72954598,72965136
ENSMUSG00000103428,ENSMUST00000192263,72973649,73502163
ENSMUSG00000103428,ENSMUST00000192642,72973649,73502163
ENSMUSG00002075319,ENSMUST00020182353,73054182,73054291
ENSMUSG00000102916,ENSMUST00000193965,73071419,73073543
ENSMUSG00002075221,ENSMUST00020182171,73115036,73115334
ENSMUSG00000102820,ENSMUST00000192351,73236767,73377347
ENSMUSG00000102362,ENSMUST00000194514,73258539,73388984
ENSMUSG00000027792,ENSMUST00000029367,73543141,73615748
ENSMUSG00000027792,ENSMUST00000133690,73543141,73615748
ENSMUSG00000027792,ENSMUST00000138216,73543141,73615748
ENSMUSG00000027792,ENSMUST00000153917,73543141,73615748
ENSMUSG00000102859,ENSMUST00000194185,73840379,73841455
ENSMUSG00000027957,ENSMUST00000029569,116463119,116506480
ENSMUSG00000027957,ENSMUST00000120120,116463119,116506480
ENSMUSG00000027957,ENSMUST00000196331,116463119,116506480
ENSMUSG00000027957,ENSMUST00000153108,116463119,116506480
ENSMUSG00000027957,ENSMUST00000196335,116463119,116506480
ENSMUSG00000027957,ENSMUST00000131082,116463119,116506480
ENSMUSG00000027957,ENSMUST00000169530,116463119,116506480
ENSMUSG00000104096,ENSMUST00000193390,73916550,73924610
ENSMUSG00000096400,ENSMUST00000180234,74149574,74149903
ENSMUSG00000104227,ENSMUST00000193464,74230834,74231299
ENSMUSG00000102809,ENSMUST00000195228,74722025,74722649
ENSMUSG00000102420,ENSMUST00000192431,74929703,74931922
ENSMUSG00000068877,ENSMUST00000090848,94600863,94611720
ENSMUSG00000068877,ENSMUST00000132162,94600863,94611720
ENSMUSG00000068877,ENSMUST00000173981,94600863,94611720
ENSMUSG00000068877,ENSMUST00000173849,94600863,94611720
ENSMUSG00000068877,ENSMUST00000131650,94600863,94611720
ENSMUSG00000068877,ENSMUST00000174377,94600863,94611720
ENSMUSG00000068877,ENSMUST00000174223,94600863,94611720
ENSMUSG00000081355,ENSMUST00000118050,94627330,94665423
ENSMUSG00000104881,ENSMUST00000195994,94644650,94645022
ENSMUSG00000034151,ENSMUST00000107778,74945214,75072341
ENSMUSG00000034151,ENSMUST00000039269,74945214,75072341
ENSMUSG00000034151,ENSMUST00000107776,74945214,75072341
ENSMUSG00000034151,ENSMUST00000107775,74945214,75072341
ENSMUSG00000034151,ENSMUST00000124618,74945214,75072341
ENSMUSG00000034139,ENSMUST00000039047,75149677,75177385
ENSMUSG00000033400,ENSMUST00000162792,116533648,116601815
ENSMUSG00000033400,ENSMUST00000160484,116533648,116601815
ENSMUSG00000033400,ENSMUST00000161336,116533648,116601815
ENSMUSG00000033400,ENSMUST00000159742,116533648,116601815
ENSMUSG00000033400,ENSMUST00000159995,116533648,116601815
ENSMUSG00000033400,ENSMUST00000162040,116533648,116601815
ENSMUSG00000033400,ENSMUST00000159670,116533648,116601815
ENSMUSG00000033400,ENSMUST00000040603,116533648,116601815
ENSMUSG00000104301,ENSMUST00000193989,75182295,75389463
ENSMUSG00000104301,ENSMUST00000203169,75182295,75389463
ENSMUSG00000104301,ENSMUST00000204982,75182295,75389463
ENSMUSG00000104301,ENSMUST00000204341,75182295,75389463
ENSMUSG00000103444,ENSMUST00000191976,75298626,75299927
ENSMUSG00000106128,ENSMUST00000197996,116612464,116612627
ENSMUSG00000106511,ENSMUST00000197838,116615943,116616197
ENSMUSG00000105250,ENSMUST00000198189,116638228,116638612
ENSMUSG00000105241,ENSMUST00000199505,116640595,116640973
ENSMUSG00000027835,ENSMUST00000161137,75423797,75464163
ENSMUSG00000027835,ENSMUST00000159519,75423797,75464163
ENSMUSG00000027835,ENSMUST00000029424,75423797,75464163
ENSMUSG00000027835,ENSMUST00000160196,75423797,75464163
ENSMUSG00000027835,ENSMUST00000162138,75423797,75464163
ENSMUSG00000027835,ENSMUST00000159217,75423797,75464163
ENSMUSG00000027834,ENSMUST00000161776,75464854,75550802
ENSMUSG00000027834,ENSMUST00000029423,75464854,75550802
ENSMUSG00000027834,ENSMUST00000195285,75464854,75550802
ENSMUSG00000027834,ENSMUST00000161695,75464854,75550802
ENSMUSG00000102625,ENSMUST00000192682,75526654,75530667
ENSMUSG00000099370,ENSMUST00000190602,75554753,75563038
ENSMUSG00000099370,ENSMUST00000191479,75554753,75563038
ENSMUSG00000102188,ENSMUST00000193087,75606259,75606771
ENSMUSG00000088638,ENSMUST00000158013,75622097,75622231
ENSMUSG00000068876,ENSMUST00000107272,94667376,94693826
ENSMUSG00000068876,ENSMUST00000107273,94667376,94693826
ENSMUSG00000068876,ENSMUST00000153263,94667376,94693826
ENSMUSG00000068876,ENSMUST00000155485,94667376,94693826
ENSMUSG00000068876,ENSMUST00000238849,94667376,94693826
ENSMUSG00000100962,ENSMUST00000189155,75655504,75694960
ENSMUSG00000084058,ENSMUST00000121556,94740288,94741116
ENSMUSG00000033386,ENSMUST00000040260,116653113,116701826
ENSMUSG00000033386,ENSMUST00000199626,116653113,116701826
ENSMUSG00000033386,ENSMUST00000195905,116653113,116701826
ENSMUSG00000033386,ENSMUST00000199584,116653113,116701826
ENSMUSG00000033386,ENSMUST00000197323,116653113,116701826
ENSMUSG00000033386,ENSMUST00000199030,116653113,116701826
ENSMUSG00000033377,ENSMUST00000040097,116711907,116762636
ENSMUSG00000033377,ENSMUST00000119557,116711907,116762636
ENSMUSG00000033377,ENSMUST00000143611,116711907,116762636
ENSMUSG00000033377,ENSMUST00000197659,116711907,116762636
ENSMUSG00000106073,ENSMUST00000196227,116734007,116737979
