Gene stable ID,Transcript stable ID,Gene start (bp),Gene end (bp)
ENSG00000206559,ENST00000419130,28348721,28538122
ENSG00000206559,ENST00000457897,28348721,28538122
ENSG00000224318,ENST00000451839,109707,197341
ENSG00000224318,ENST00000444879,109707,197341
ENSG00000224318,ENST00000452919,109707,197341
ENSG00000224318,ENST00000663345,109707,197341
ENSG00000224318,ENST00000657108,109707,197341
ENSG00000236999,ENST00000440152,10566255,10570375
ENSG00000214073,ENST00000397467,1905651,1906125
ENSG00000132164,ENST00000254488,10816201,10940714
ENSG00000132164,ENST00000454147,10816201,10940714
ENSG00000132164,ENST00000464828,10816201,10940714
ENSG00000227588,ENST00000447256,2110409,2144241
ENSG00000287623,ENST00000669128,9100803,9104078
ENSG00000227795,ENST00000427694,29797652,29797825
ENSG00000230830,ENST00000415706,35650197,35651961
ENSG00000228874,ENST00000445502,15131848,15132208
ENSG00000251038,ENST00000511122,11909634,11910765
ENSG00000287505,ENST00000657004,524012,551657
ENSG00000163527,ENST00000453168,31532638,31637616
ENSG00000163527,ENST00000295770,31532638,31637616
ENSG00000163527,ENST00000423527,31532638,31637616
ENSG00000163527,ENST00000462235,31532638,31637616
ENSG00000163527,ENST00000436236,31532638,31637616
ENSG00000163527,ENST00000463044,31532638,31637616
ENSG00000163527,ENST00000488151,31532638,31637616
ENSG00000236202,ENST00000420230,7519741,7560333
ENSG00000236202,ENST00000427273,7519741,7560333
ENSG00000226022,ENST00000435651,6148484,6365885
ENSG00000286689,ENST00000655579,15970003,15971253
ENSG00000223968,ENST00000426040,27624202,27624456
ENSG00000154813,ENST00000488423,16257061,16264969
ENSG00000154813,ENST00000383775,16257061,16264969
ENSG00000154813,ENST00000285082,16257061,16264969
ENSG00000154813,ENST00000462982,16257061,16264969
ENSG00000224618,ENST00000411661,30626423,30626797
ENSG00000235493,ENST00000643609,27916774,28059268
ENSG00000235493,ENST00000645043,27916774,28059268
ENSG00000235493,ENST00000356047,27916774,28059268
ENSG00000235493,ENST00000437506,27916774,28059268
ENSG00000231660,ENST00000426177,308714,309322
ENSG00000272334,ENST00000607089,36973117,36973672
ENSG00000173705,ENST00000309558,33150043,33218810
ENSG00000173705,ENST00000412539,33150043,33218810
ENSG00000229243,ENST00000432163,27830886,27834136
ENSG00000229243,ENST00000665921,27830886,27834136
ENSG00000229243,ENST00000656488,27830886,27834136
ENSG00000229243,ENST00000667872,27830886,27834136
ENSG00000215016,ENST00000399435,23134372,23134824
ENSG00000154822,ENST00000460467,16802651,17090604
ENSG00000154822,ENST00000615277,16802651,17090604
ENSG00000154822,ENST00000432376,16802651,17090604
ENSG00000154822,ENST00000419842,16802651,17090604
ENSG00000228171,ENST00000451481,23389661,23389909
ENSG00000151789,ENST00000281523,21412218,22373321
ENSG00000151789,ENST00000467140,21412218,22373321
ENSG00000151789,ENST00000495739,21412218,22373321
ENSG00000151789,ENST00000494118,21412218,22373321
ENSG00000151789,ENST00000446749,21412218,22373321
ENSG00000151789,ENST00000494108,21412218,22373321
ENSG00000151789,ENST00000469927,21412218,22373321
ENSG00000151789,ENST00000478967,21412218,22373321
ENSG00000151789,ENST00000474607,21412218,22373321
ENSG00000151789,ENST00000497570,21412218,22373321
ENSG00000151789,ENST00000466511,21412218,22373321
ENSG00000226320,ENST00000424786,33956972,34677247
ENSG00000226320,ENST00000415991,33956972,34677247
ENSG00000226320,ENST00000659868,33956972,34677247
ENSG00000226320,ENST00000667060,33956972,34677247
ENSG00000226320,ENST00000660434,33956972,34677247
ENSG00000226320,ENST00000657826,33956972,34677247
ENSG00000226320,ENST00000665082,33956972,34677247
ENSG00000226320,ENST00000665711,33956972,34677247
ENSG00000226320,ENST00000656064,33956972,34677247
ENSG00000226320,ENST00000670897,33956972,34677247
ENSG00000226320,ENST00000671575,33956972,34677247
ENSG00000226320,ENST00000659000,33956972,34677247
ENSG00000226320,ENST00000654751,33956972,34677247
ENSG00000226320,ENST00000656055,33956972,34677247
ENSG00000226320,ENST00000670306,33956972,34677247
ENSG00000226320,ENST00000670158,33956972,34677247
ENSG00000226320,ENST00000664458,33956972,34677247
ENSG00000226320,ENST00000655660,33956972,34677247
ENSG00000226320,ENST00000659641,33956972,34677247
ENSG00000226320,ENST00000658600,33956972,34677247
ENSG00000226320,ENST00000662710,33956972,34677247
ENSG00000226320,ENST00000655439,33956972,34677247
ENSG00000226320,ENST00000660133,33956972,34677247
ENSG00000226320,ENST00000658638,33956972,34677247
ENSG00000226320,ENST00000665018,33956972,34677247
ENSG00000226320,ENST00000655650,33956972,34677247
ENSG00000226320,ENST00000659779,33956972,34677247
ENSG00000226320,ENST00000661678,33956972,34677247
ENSG00000226320,ENST00000660092,33956972,34677247
ENSG00000226320,ENST00000660055,33956972,34677247
ENSG00000226320,ENST00000664996,33956972,34677247
ENSG00000226320,ENST00000669904,33956972,34677247
ENSG00000229241,ENST00000450418,3981981,3984295
ENSG00000070950,ENST00000427329,8775402,8963773
ENSG00000070950,ENST00000264926,8775402,8963773
ENSG00000070950,ENST00000415439,8775402,8963773
ENSG00000070950,ENST00000473069,8775402,8963773
ENSG00000070950,ENST00000429790,8775402,8963773
ENSG00000070950,ENST00000495087,8775402,8963773
ENSG00000070950,ENST00000418463,8775402,8963773
ENSG00000070950,ENST00000421052,8775402,8963773
ENSG00000070950,ENST00000413832,8775402,8963773
ENSG00000070950,ENST00000469793,8775402,8963773
ENSG00000261468,ENST00000561507,30697661,30699576
ENSG00000144668,ENST00000422441,37452115,37823507
ENSG00000144668,ENST00000264741,37452115,37823507
ENSG00000144668,ENST00000461533,37452115,37823507
ENSG00000144668,ENST00000411817,37452115,37823507
ENSG00000233121,ENST00000425215,13926813,13927778
ENSG00000224822,ENST00000425296,24455136,24459434
ENSG00000270207,ENST00000604028,7606890,7790482
ENSG00000270207,ENST00000652500,7606890,7790482
ENSG00000227707,ENST00000427380,33771963,33772295
ENSG00000285731,ENST00000649558,17141015,17205165
ENSG00000232287,ENST00000414969,11006098,11019224
ENSG00000275340,ENST00000611158,13933056,13937477
ENSG00000275340,ENST00000614866,13933056,13937477
ENSG00000224239,ENST00000423193,857124,858091
ENSG00000230480,ENST00000436725,28447725,28448073
ENSG00000227929,ENST00000432981,9216895,9219508
ENSG00000225044,ENST00000418972,1962381,1987470
ENSG00000269391,ENST00000596963,16524800,16531807
ENSG00000269391,ENST00000667160,16524800,16531807
ENSG00000260902,ENST00000566553,14799331,14811414
ENSG00000163576,ENST00000295824,19879472,19947025
ENSG00000163576,ENST00000344838,19879472,19947025
ENSG00000163576,ENST00000467602,19879472,19947025
ENSG00000163576,ENST00000498089,19879472,19947025
ENSG00000163576,ENST00000389256,19879472,19947025
ENSG00000163576,ENST00000440022,19879472,19947025
ENSG00000163576,ENST00000474780,19879472,19947025
ENSG00000188167,ENST00000416695,33090421,33097146
ENSG00000188167,ENST00000342462,33090421,33097146
ENSG00000214286,ENST00000417487,17877455,17878169
ENSG00000286363,ENST00000668002,2135757,2141988
ENSG00000129810,ENST00000306698,20160593,20186206
ENSG00000129810,ENST00000419233,20160593,20186206
ENSG00000129810,ENST00000263753,20160593,20186206
ENSG00000129810,ENST00000425061,20160593,20186206
ENSG00000129810,ENST00000443724,20160593,20186206
ENSG00000129810,ENST00000421451,20160593,20186206
ENSG00000129810,ENST00000452020,20160593,20186206
ENSG00000129810,ENST00000442720,20160593,20186206
ENSG00000129810,ENST00000412997,20160593,20186206
ENSG00000129810,ENST00000460637,20160593,20186206
ENSG00000129810,ENST00000437051,20160593,20186206
ENSG00000129810,ENST00000417364,20160593,20186206
ENSG00000129810,ENST00000456624,20160593,20186206
ENSG00000231780,ENST00000421072,17333126,17333431
ENSG00000235424,ENST00000452006,33077204,33077491
ENSG00000233570,ENST00000660669,16524771,16541903
ENSG00000233570,ENST00000661146,16524771,16541903
ENSG00000233570,ENST00000660612,16524771,16541903
ENSG00000233570,ENST00000660552,16524771,16541903
ENSG00000233570,ENST00000664830,16524771,16541903
ENSG00000233570,ENST00000661221,16524771,16541903
ENSG00000233570,ENST00000659804,16524771,16541903
ENSG00000233570,ENST00000663006,16524771,16541903
ENSG00000233570,ENST00000670078,16524771,16541903
ENSG00000233570,ENST00000663672,16524771,16541903
ENSG00000233570,ENST00000429949,16524771,16541903
ENSG00000233570,ENST00000655456,16524771,16541903
ENSG00000233570,ENST00000656250,16524771,16541903
ENSG00000233570,ENST00000669122,16524771,16541903
ENSG00000233570,ENST00000669844,16524771,16541903
ENSG00000281100,ENST00000631338,36823151,36825158
ENSG00000232766,ENST00000438957,27703129,27703568
ENSG00000228723,ENST00000436032,9192493,9194453
ENSG00000228723,ENST00000614304,9192493,9194453
ENSG00000228723,ENST00000600323,9192493,9194453
ENSG00000228723,ENST00000612302,9192493,9194453
ENSG00000228723,ENST00000450920,9192493,9194453
ENSG00000093167,ENST00000354379,37052626,37183689
ENSG00000093167,ENST00000336686,37052626,37183689
ENSG00000093167,ENST00000460646,37052626,37183689
ENSG00000093167,ENST00000421276,37052626,37183689
ENSG00000093167,ENST00000496479,37052626,37183689
ENSG00000093167,ENST00000396428,37052626,37183689
ENSG00000093167,ENST00000440230,37052626,37183689
ENSG00000093167,ENST00000440742,37052626,37183689
ENSG00000093167,ENST00000487246,37052626,37183689
ENSG00000093167,ENST00000416425,37052626,37183689
ENSG00000093167,ENST00000481682,37052626,37183689
ENSG00000093167,ENST00000461672,37052626,37183689
ENSG00000093167,ENST00000438374,37052626,37183689
ENSG00000093167,ENST00000434749,37052626,37183689
ENSG00000093167,ENST00000436858,37052626,37183689
ENSG00000093167,ENST00000452742,37052626,37183689
ENSG00000093167,ENST00000482466,37052626,37183689
ENSG00000093167,ENST00000490597,37052626,37183689
ENSG00000093167,ENST00000496825,37052626,37183689
ENSG00000093167,ENST00000483306,37052626,37183689
ENSG00000229468,ENST00000450678,20012452,20012606
ENSG00000235158,ENST00000451707,1008135,1012934
ENSG00000144711,ENST00000273221,12897043,13283281
ENSG00000144711,ENST00000646269,12897043,13283281
ENSG00000144711,ENST00000618604,12897043,13283281
ENSG00000144711,ENST00000648114,12897043,13283281
ENSG00000144711,ENST00000613206,12897043,13283281
ENSG00000144711,ENST00000648386,12897043,13283281
ENSG00000144711,ENST00000647458,12897043,13283281
ENSG00000144711,ENST00000473088,12897043,13283281
ENSG00000144711,ENST00000474467,12897043,13283281
ENSG00000224957,ENST00000420823,536062,846561
ENSG00000224957,ENST00000442809,536062,846561
ENSG00000224957,ENST00000668617,536062,846561
ENSG00000224957,ENST00000655067,536062,846561
ENSG00000224957,ENST00000661103,536062,846561
ENSG00000224957,ENST00000656558,536062,846561
ENSG00000224957,ENST00000661877,536062,846561
ENSG00000224957,ENST00000664893,536062,846561
ENSG00000224957,ENST00000667456,536062,846561
ENSG00000224957,ENST00000661727,536062,846561
ENSG00000224957,ENST00000653731,536062,846561
ENSG00000163508,ENST00000295743,27715949,27722711
ENSG00000163508,ENST00000449599,27715949,27722711
ENSG00000163508,ENST00000461503,27715949,27722711
ENSG00000228767,ENST00000413425,35215705,35217149
ENSG00000224728,ENST00000413639,15878047,15879571
ENSG00000261572,ENST00000565519,32236688,32238578
ENSG00000226489,ENST00000454621,35871866,35872198
ENSG00000230172,ENST00000422657,14764952,14767440
ENSG00000230697,ENST00000449663,20007852,20008247
ENSG00000183977,ENST00000333083,19979961,20012267
ENSG00000183977,ENST00000389050,19979961,20012267
ENSG00000183977,ENST00000461033,19979961,20012267
ENSG00000271993,ENST00000607744,37182107,37182734
ENSG00000232746,ENST00000448129,12877522,12885211
ENSG00000279727,ENST00000623312,36819276,36822498
ENSG00000279727,ENST00000623207,36819276,36822498
ENSG00000224771,ENST00000419591,10626015,10629307
ENSG00000235593,ENST00000414547,29926811,29934156
ENSG00000230398,ENST00000419438,2362258,2362738
ENSG00000286962,ENST00000656787,10914196,10977981
ENSG00000091317,ENST00000205636,32481312,32502852
ENSG00000091317,ENST00000478886,32481312,32502852
ENSG00000091317,ENST00000495177,32481312,32502852
ENSG00000236152,ENST00000421291,6773037,6773343
ENSG00000235904,ENST00000655701,29054570,29290726
ENSG00000235904,ENST00000664598,29054570,29290726
ENSG00000235904,ENST00000635847,29054570,29290726
ENSG00000235904,ENST00000413430,29054570,29290726
ENSG00000235904,ENST00000658006,29054570,29290726
ENSG00000230342,ENST00000437591,11859674,11891172
ENSG00000230524,ENST00000487147,15151833,15205959
ENSG00000230524,ENST00000508169,15151833,15205959
ENSG00000230524,ENST00000446690,15151833,15205959
ENSG00000230524,ENST00000491915,15151833,15205959
ENSG00000235670,ENST00000428586,32030196,32030678
ENSG00000170860,ENST00000306024,14178817,14201122
ENSG00000287641,ENST00000654398,34692820,34694174
ENSG00000226441,ENST00000414844,17042742,17044192
ENSG00000157152,ENST00000621198,12004388,12192032
ENSG00000157152,ENST00000620175,12004388,12192032
ENSG00000157152,ENST00000424884,12004388,12192032
ENSG00000157152,ENST00000439861,12004388,12192032
ENSG00000157152,ENST00000447752,12004388,12192032
ENSG00000157152,ENST00000425297,12004388,12192032
ENSG00000227578,ENST00000454716,15141380,15142157
ENSG00000223791,ENST00000426702,23804024,23806905
ENSG00000224263,ENST00000437729,11878830,11879129
ENSG00000178567,ENST00000322716,36985043,36993131
ENSG00000178567,ENST00000623924,36985043,36993131
ENSG00000178567,ENST00000624586,36985043,36993131
ENSG00000224039,ENST00000419017,16692745,16694202
ENSG00000230119,ENST00000420390,33190233,33190328
ENSG00000223351,ENST00000448980,21942566,21979828
ENSG00000223351,ENST00000436306,21942566,21979828
ENSG00000215160,ENST00000641144,8682943,8693701
ENSG00000215160,ENST00000383606,8682943,8693701
ENSG00000224514,ENST00000438915,13650696,13746638
ENSG00000224514,ENST00000419618,13650696,13746638
ENSG00000224514,ENST00000665476,13650696,13746638
ENSG00000234073,ENST00000441346,36880184,36880729
ENSG00000223719,ENST00000454211,6692319,6693088
ENSG00000274840,ENST00000624232,18013226,18041603
ENSG00000274840,ENST00000616960,18013226,18041603
ENSG00000236165,ENST00000412317,36976316,36976840
ENSG00000225548,ENST00000647336,27797552,27931579
ENSG00000225548,ENST00000425195,27797552,27931579
ENSG00000225548,ENST00000414382,27797552,27931579
ENSG00000225548,ENST00000455984,27797552,27931579
ENSG00000225548,ENST00000670767,27797552,27931579
ENSG00000225548,ENST00000665786,27797552,27931579
ENSG00000225548,ENST00000664737,27797552,27931579
ENSG00000225548,ENST00000656964,27797552,27931579
ENSG00000225548,ENST00000669745,27797552,27931579
ENSG00000225548,ENST00000660687,27797552,27931579
ENSG00000225548,ENST00000668561,27797552,27931579
ENSG00000225548,ENST00000663087,27797552,27931579
ENSG00000225548,ENST00000659724,27797552,27931579
ENSG00000225548,ENST00000669343,27797552,27931579
ENSG00000225548,ENST00000653500,27797552,27931579
ENSG00000225548,ENST00000670769,27797552,27931579
ENSG00000225548,ENST00000668917,27797552,27931579
ENSG00000225548,ENST00000661836,27797552,27931579
ENSG00000225548,ENST00000667173,27797552,27931579
ENSG00000225548,ENST00000653125,27797552,27931579
ENSG00000225548,ENST00000663111,27797552,27931579
ENSG00000225548,ENST00000665057,27797552,27931579
ENSG00000225548,ENST00000663074,27797552,27931579
ENSG00000225548,ENST00000653311,27797552,27931579
ENSG00000225548,ENST00000654315,27797552,27931579
ENSG00000225548,ENST00000660818,27797552,27931579
ENSG00000225548,ENST00000665634,27797552,27931579
ENSG00000225548,ENST00000660141,27797552,27931579
ENSG00000225548,ENST00000663406,27797552,27931579
ENSG00000225548,ENST00000669211,27797552,27931579
ENSG00000225548,ENST00000660828,27797552,27931579
ENSG00000225548,ENST00000655422,27797552,27931579
ENSG00000225548,ENST00000652951,27797552,27931579
ENSG00000225548,ENST00000668400,27797552,27931579
ENSG00000225548,ENST00000658403,27797552,27931579
ENSG00000225548,ENST00000654194,27797552,27931579
ENSG00000225548,ENST00000668591,27797552,27931579
ENSG00000225548,ENST00000655661,27797552,27931579
ENSG00000225558,ENST00000424409,37134658,37135102
ENSG00000227549,ENST00000654195,30521664,30526254
ENSG00000227549,ENST00000658053,30521664,30526254
ENSG00000227549,ENST00000669765,30521664,30526254
ENSG00000227549,ENST00000667530,30521664,30526254
ENSG00000227549,ENST00000665424,30521664,30526254
ENSG00000227549,ENST00000431057,30521664,30526254
ENSG00000144596,ENST00000621039,14489107,14556075
ENSG00000144596,ENST00000430219,14489107,14556075
ENSG00000144596,ENST00000637182,14489107,14556075
ENSG00000144596,ENST00000422481,14489107,14556075
ENSG00000144596,ENST00000413414,14489107,14556075
ENSG00000144596,ENST00000637939,14489107,14556075
ENSG00000144596,ENST00000619221,14489107,14556075
ENSG00000283849,ENST00000640557,39152906,39154723
ENSG00000236732,ENST00000434678,32151083,32151895
ENSG00000071282,ENST00000157600,8501807,8574668
ENSG00000071282,ENST00000426878,8501807,8574668
ENSG00000071282,ENST00000415597,8501807,8574668
ENSG00000071282,ENST00000470776,8501807,8574668
ENSG00000071282,ENST00000454244,8501807,8574668
ENSG00000071282,ENST00000456506,8501807,8574668
ENSG00000071282,ENST00000397386,8501807,8574668
ENSG00000179796,ENST00000396641,26622806,26717537
ENSG00000179796,ENST00000414619,26622806,26717537
ENSG00000179796,ENST00000648296,26622806,26717537
ENSG00000179796,ENST00000432040,26622806,26717537
ENSG00000179796,ENST00000417744,26622806,26717537
ENSG00000179796,ENST00000469437,26622806,26717537
ENSG00000179796,ENST00000456208,26622806,26717537
ENSG00000227260,ENST00000657930,30518833,30527193
ENSG00000227260,ENST00000450746,30518833,30527193
ENSG00000226955,ENST00000451877,32592972,32593312
ENSG00000230599,ENST00000440266,10767464,10771718
ENSG00000287964,ENST00000657204,11060973,11091548
ENSG00000287964,ENST00000667007,11060973,11091548
ENSG00000227309,ENST00000449897,17465150,17465510
ENSG00000231873,ENST00000412811,40719859,40862626
ENSG00000231873,ENST00000665970,40719859,40862626
ENSG00000237982,ENST00000440724,38270283,38270767
ENSG00000237665,ENST00000427748,6892632,6894022
ENSG00000236158,ENST00000454568,36169767,36170448
ENSG00000225542,ENST00000412369,21542789,21579959
ENSG00000225542,ENST00000662195,21542789,21579959
ENSG00000182247,ENST00000425792,23203020,23591794
ENSG00000182247,ENST00000452894,23203020,23591794
ENSG00000182247,ENST00000335798,23203020,23591794
ENSG00000182247,ENST00000396703,23203020,23591794
ENSG00000182247,ENST00000427371,23203020,23591794
ENSG00000182247,ENST00000628311,23203020,23591794
ENSG00000182247,ENST00000613545,23203020,23591794
ENSG00000223587,ENST00000440867,11745,24849
ENSG00000223587,ENST00000660204,11745,24849
ENSG00000223587,ENST00000661675,11745,24849
ENSG00000223587,ENST00000660491,11745,24849
ENSG00000223587,ENST00000656877,11745,24849
ENSG00000223587,ENST00000659825,11745,24849
ENSG00000224884,ENST00000437047,8573726,8593124
ENSG00000163807,ENST00000484437,44737661,44761619
ENSG00000163807,ENST00000296121,44737661,44761619
ENSG00000225386,ENST00000435884,26614261,26622943
ENSG00000114166,ENST00000263754,20040446,20154404
ENSG00000114166,ENST00000426228,20040446,20154404
ENSG00000114166,ENST00000469085,20040446,20154404
ENSG00000114166,ENST00000468111,20040446,20154404
ENSG00000114166,ENST00000468400,20040446,20154404
ENSG00000287981,ENST00000667627,34152979,34157297
ENSG00000187118,ENST00000477739,28241584,28325142
ENSG00000187118,ENST00000466830,28241584,28325142
ENSG00000187118,ENST00000423894,28241584,28325142
ENSG00000187118,ENST00000334841,28241584,28325142
ENSG00000187118,ENST00000418849,28241584,28325142
ENSG00000187118,ENST00000396610,28241584,28325142
ENSG00000187118,ENST00000468330,28241584,28325142
ENSG00000187118,ENST00000495428,28241584,28325142
ENSG00000187118,ENST00000467644,28241584,28325142
ENSG00000187118,ENST00000469102,28241584,28325142
ENSG00000187118,ENST00000482499,28241584,28325142
ENSG00000131374,ENST00000253692,17157162,18444817
ENSG00000131374,ENST00000429383,17157162,18444817
ENSG00000131374,ENST00000414318,17157162,18444817
ENSG00000131374,ENST00000446818,17157162,18444817
ENSG00000131374,ENST00000429924,17157162,18444817
ENSG00000131374,ENST00000465884,17157162,18444817
ENSG00000131374,ENST00000415814,17157162,18444817
ENSG00000131374,ENST00000452492,17157162,18444817
ENSG00000131374,ENST00000412981,17157162,18444817
ENSG00000131374,ENST00000428355,17157162,18444817
ENSG00000131374,ENST00000425944,17157162,18444817
ENSG00000131374,ENST00000430169,17157162,18444817
ENSG00000131374,ENST00000445294,17157162,18444817
ENSG00000131374,ENST00000414349,17157162,18444817
ENSG00000131374,ENST00000443499,17157162,18444817
ENSG00000131374,ENST00000443386,17157162,18444817
ENSG00000131374,ENST00000497531,17157162,18444817
ENSG00000131374,ENST00000444756,17157162,18444817
ENSG00000131374,ENST00000507877,17157162,18444817
ENSG00000131374,ENST00000446863,17157162,18444817
ENSG00000131374,ENST00000434420,17157162,18444817
ENSG00000131374,ENST00000486224,17157162,18444817
ENSG00000131374,ENST00000444471,17157162,18444817
ENSG00000131374,ENST00000433533,17157162,18444817
